Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Link Stats
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99264/avant-vs-esper
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99263/madlikewizards-vs-order
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72519/geng-vs-furia
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,https://www.hltv.org//stats/matches/72518/tgs-vs-raijin
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99259/thunder-logic-vs-monstars
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72516/furia-vs-complexity
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72515/copenhagen-flames-vs-ago
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72514/geng-vs-north
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72513/ago-vs-gambit-youngsters
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99246/big-vs-wisla-krakow
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,https://www.hltv.org//stats/matches/72511/titan-vs-medieval
23rd of February 2020,Medieval,Synergy,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,https://www.hltv.org//stats/matches/72509/medieval-vs-synergy
23rd of February 2020,Titan,Skinlordz,2,0,Samsung GOEXANIMO CS:GO 5X5 #20,https://www.hltv.org//stats/matches/72508/titan-vs-skinlordz
23rd of February 2020,HaBzz,Electrify,2,0,epic29,https://www.hltv.org//stats/matches/72507/habzz-vs-electrify
23rd of February 2020,Updraft,ikarus,2,0,Asia Minor East Asia Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72506/updraft-vs-ikarus
23rd of February 2020,Complexity,MIBR,2,0,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72505/complexity-vs-mibr
23rd of February 2020,North,Endpoint,2,0,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72504/north-vs-endpoint
23rd of February 2020,ENCE,MIBR,1,2,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72503/ence-vs-mibr
22nd of February 2020,Endpoint,forZe,2,1,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/72502/endpoint-vs-forze
22nd of February 2020,AGO,Copenhagen Flames,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72501/ago-vs-copenhagen-flames
22nd of February 2020,LDLC,HAVU,0,2,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72500/ldlc-vs-havu
22nd of February 2020,Gambit Youngsters,Nemiga,2,0,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72499/gambit-youngsters-vs-nemiga
22nd of February 2020,Assassins,Dignitas fe,2,1,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/72498/assassins-vs-dignitas-fe
22nd of February 2020,HAVU,FATE,2,0,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72497/havu-vs-fate
22nd of February 2020,INTZ fe,Dignitas fe,11,16,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/mapstatsid/99199/intz-fe-vs-dignitas-fe
22nd of February 2020,SJ,LDLC,0,2,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72495/sj-vs-ldlc
22nd of February 2020,Gen.G,Complexity,16,13,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99234/complexity-vs-geng
22nd of February 2020,UP,fakeDOSPRO,2,0,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/72493/up-vs-fakedospro
22nd of February 2020,FURIA,North,16,3,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99193/furia-vs-north
21st of February 2020,Carnage fe,INTZ fe,1,2,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/72491/carnage-fe-vs-intz-fe
21st of February 2020,Neverest,fakeDOSPRO,1,2,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/72490/neverest-vs-fakedospro
22nd of February 2020,MIBR,Complexity,11,16,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99187/complexity-vs-mibr
21st of February 2020,North,forZe,16,8,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99185/north-vs-forze
21st of February 2020,Demolition Crew,Nemiga,1,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72487/demolition-crew-vs-nemiga
21st of February 2020,ENCE,Gen.G,14,16,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99178/ence-vs-geng
21st of February 2020,HAVU,KYNYNIEKAT,2,0,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72485/havu-vs-kynyniekat
21st of February 2020,FATE,Gambit Youngsters,1,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72484/fate-vs-gambit-youngsters
21st of February 2020,FURIA,Endpoint,16,6,DreamHack Open Anaheim 2020,https://www.hltv.org//stats/matches/mapstatsid/99175/endpoint-vs-furia
21st of February 2020,GamerLegion,Unicorns of Love,16,8,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99172/unicorns-of-love-vs-gamerlegion
21st of February 2020,hREDS,SJ,0,2,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72480/hreds-vs-sj
21st of February 2020,GamerLegion,Unicorns of Love,16,8,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99172/unicorns-of-love-vs-gamerlegion
21st of February 2020,hREDS,SJ,0,2,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72480/hreds-vs-sj
21st of February 2020,Dignitas fe,Assassins,0,2,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/72479/dignitas-fe-vs-assassins
21st of February 2020,Nemiga,GamerLegion,7,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99167/nemiga-vs-gamerlegion
21st of February 2020,KYNYNIEKAT,LDLC,13,16,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99165/ldlc-vs-kynyniekat
21st of February 2020,Assassins,INTZ fe,16,9,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/mapstatsid/99164/assassins-vs-intz-fe
21st of February 2020,FATE,SJ,16,14,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99163/fate-vs-sj
21st of February 2020,Dignitas fe,Carnage fe,16,14,GIRLGAMER World Finals 2020,https://www.hltv.org//stats/matches/mapstatsid/99162/dignitas-fe-vs-carnage-fe
21st of February 2020,Station7,Oceanus,9,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99161/station7-vs-oceanus
21st of February 2020,Mythic,New England Whalers,16,12,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99160/new-england-whalers-vs-mythic
21st of February 2020,Swole Identity,Infinity,16,5,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99159/infinity-vs-swole-identity
21st of February 2020,Rysix,Neverest,0,2,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/72470/rysix-vs-neverest
20th of February 2020,Neverest,Rejected,2,0,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/72469/neverest-vs-rejected
20th of February 2020,AGF,Sigma,2,1,POWER Ligaen Season 13,https://www.hltv.org//stats/matches/72468/agf-vs-sigma
20th of February 2020,HAVU,KOVA,2,1,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72467/havu-vs-kova
20th of February 2020,Rysix,Fearow,1,0,Liga DELL #2 - FEB/20,
20th of February 2020,FATE,Copenhagen Flames,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72465/fate-vs-copenhagen-flames
20th of February 2020,pro100,Unicorns of Love,16,14,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99143/unicorns-of-love-vs-pro100
20th of February 2020,Nemiga,AGO,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72463/nemiga-vs-ago
20th of February 2020,Nordavind,BIG,9,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99141/nordavind-vs-big
20th of February 2020,PACT,Singularity,16,10,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99140/pact-vs-singularity
20th of February 2020,KOVA,LDLC,13,16,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99138/ldlc-vs-kova
20th of February 2020,GamerLegion,Singularity,16,12,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99137/singularity-vs-gamerlegion
20th of February 2020,HAVU,KYNYNIEKAT,11,16,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99136/havu-vs-kynyniekat
20th of February 2020,BIG,Spirit,10,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99135/big-vs-spirit
20th of February 2020,HellRaisers,Japaleno,9,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99134/hellraisers-vs-japaleno
20th of February 2020,Spirit,GamerLegion,16,14,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99133/gamerlegion-vs-spirit
20th of February 2020,REHTI,hREDS,0,2,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/72452/rehti-vs-hreds
20th of February 2020,HellRaisers,BIG,11,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99131/big-vs-hellraisers
20th of February 2020,SJ,hREDS,16,9,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99129/sj-vs-hreds
20th of February 2020,FATE,REHTI,16,8,ASUS ROG Winter 2020,https://www.hltv.org//stats/matches/mapstatsid/99128/rehti-vs-fate
20th of February 2020,Esper,TRIDENT,11,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99127/trident-vs-esper
20th of February 2020,Chiefs,ORDER,16,19,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99125/chiefs-vs-order
20th of February 2020,PC419,Skyfire,12,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99124/pc419-vs-skyfire
20th of February 2020,Formidable,Paradox,3,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99123/formidable-vs-paradox
20th of February 2020,Divine,Thunder Logic,16,11,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99122/divine-vs-thunder-logic
20th of February 2020,Big Frames,Mythic,8,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99121/mythic-vs-big-frames
20th of February 2020,Isurus,RED Canids,0,2,CLUTCH Season 2,https://www.hltv.org//stats/matches/72442/isurus-vs-red-canids
20th of February 2020,Station7,TeamOne,16,10,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99119/station7-vs-teamone
19th of February 2020,DETONA,Alma,1,1,CLUTCH Season 2,https://www.hltv.org//stats/matches/72440/detona-vs-alma
19th of February 2020,Stepback,Sigma,1,2,POWER Ligaen Season 13,https://www.hltv.org//stats/matches/72439/stepback-vs-sigma
19th of February 2020,PACT,Demolition Crew,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72438/pact-vs-demolition-crew
19th of February 2020,Hard Legion,Gambit Youngsters,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72437/hard-legion-vs-gambit-youngsters
19th of February 2020,Nordavind,Unicorns of Love,16,6,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99105/unicorns-of-love-vs-nordavind
19th of February 2020,Singularity,Spirit,16,14,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99106/singularity-vs-spirit
19th of February 2020,kinetic,AGF,1,2,POWER Ligaen Season 13,https://www.hltv.org//stats/matches/72434/kinetic-vs-agf
19th of February 2020,Japaleno,Movistar Riders,16,5,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99103/japaleno-vs-movistar-riders
19th of February 2020,Sprout,GamerLegion,16,13,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99100/sprout-vs-gamerlegion
19th of February 2020,Demolition Crew,Nemiga,12,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99099/nemiga-vs-demolition-crew
19th of February 2020,Wisla Krakow,Spirit,9,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99097/wisla-krakow-vs-spirit
19th of February 2020,HAVU,pro100,10,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99096/pro100-vs-havu
19th of February 2020,PACT,HellRaisers,16,5,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99095/pact-vs-hellraisers
19th of February 2020,Nemiga,PACT,9,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99093/nemiga-vs-pact
19th of February 2020,GamerLegion,HellRaisers,16,11,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99092/gamerlegion-vs-hellraisers
19th of February 2020,Ground Zero,FURY,16,6,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99091/fury-vs-ground-zero
19th of February 2020,Bad News Bears,Divine,16,4,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99088/bad-news-bears-vs-divine
19th of February 2020,fakeDOSPRO,UP,8,16,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99086/up-vs-fakedospro
18th of February 2020,Rysix,CPTL,2,0,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/72422/rysix-vs-cptl
18th of February 2020,Neverest,Hawks,1,0,Liga DELL #2 - FEB/20,
18th of February 2020,Fearow,UP,6,16,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99087/up-vs-fearow
18th of February 2020,Rejected,fakeDOSPRO,12,16,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99083/rejected-vs-fakedospro
18th of February 2020,Neverest,UP,11,16,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99082/neverest-vs-up
18th of February 2020,Rejected,Rysix,16,14,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99080/rysix-vs-rejected
18th of February 2020,CPTL,fakeDOSPRO,13,16,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99081/cptl-vs-fakedospro
18th of February 2020,Fearow,Hawks,16,8,Liga DELL #2 - FEB/20,https://www.hltv.org//stats/matches/mapstatsid/99079/fearow-vs-hawks
18th of February 2020,Copenhagen Flames,Demolition Crew,2,0,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72414/copenhagen-flames-vs-demolition-crew
18th of February 2020,BIG,Singularity,16,13,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99075/big-vs-singularity
18th of February 2020,PACT,FATE,0,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72412/pact-vs-fate
18th of February 2020,Japaleno,Nemiga,20,22,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99071/japaleno-vs-nemiga
18th of February 2020,Movistar Riders,Demolition Crew,13,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99069/demolition-crew-vs-movistar-riders
18th of February 2020,BIG,HAVU,16,11,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99068/big-vs-havu
18th of February 2020,Sprout,Unicorns of Love,16,0,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99066/unicorns-of-love-vs-sprout
18th of February 2020,Wisla Krakow,Copenhagen Flames,0,2,LEGENDS.BET L33T Cup,https://www.hltv.org//stats/matches/72406/wisla-krakow-vs-copenhagen-flames
18th of February 2020,Nordavind,Movistar Riders,8,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99065/movistar-riders-vs-nordavind
18th of February 2020,Demolition Crew,Singularity,16,10,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99064/singularity-vs-demolition-crew
18th of February 2020,Nemiga,Sprout,14,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99063/sprout-vs-nemiga
18th of February 2020,NAVI Junior,Skin Ogres,2,0,LEGENDS.BET L33T Cup,https://www.hltv.org//stats/matches/72402/navi-junior-vs-skin-ogres
18th of February 2020,AVANT,Formidable,16,3,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99058/avant-vs-formidable
18th of February 2020,Skyfire,Incept,16,3,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99059/skyfire-vs-incept
18th of February 2020,Big Frames,Thunder Logic,16,13,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99057/big-frames-vs-thunder-logic
18th of February 2020,Chaos,Rugratz,19,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99055/rugratz-vs-chaos
18th of February 2020,Swole Identity,Recon 5,12,16,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/99054/swole-identity-vs-recon-5
18th of February 2020,Bravos,Keyd,1,1,CLUTCH Season 2,https://www.hltv.org//stats/matches/72395/bravos-vs-keyd
17th of February 2020,Gambit Youngsters,AGO,1,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72394/gambit-youngsters-vs-ago
17th of February 2020,W7M,Soberano,2,0,CLUTCH Season 2,https://www.hltv.org//stats/matches/72393/w7m-vs-soberano
17th of February 2020,SKADE,Spirit,2,0,Flashpoint 1 Europe Closed Qualifier,https://www.hltv.org//stats/matches/72392/skade-vs-spirit
17th of February 2020,Hard Legion,Nemiga,1,2,OGA Counter PIT Season 7,https://www.hltv.org//stats/matches/72391/hard-legion-vs-nemiga
17th of February 2020,Unicorns of Love,Japaleno,17,19,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99041/japaleno-vs-unicorns-of-love
17th of February 2020,pro100,Demolition Crew,16,11,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/99038/demolition-crew-vs-pro100
17th of February 2020,madlikewizards,Ground Zero,16,7,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99036/madlikewizards-vs-ground-zero
17th of February 2020,TRIDENT,AVANT,6,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/99035/trident-vs-avant
17th of February 2020,eUnited,Orgless,1,2,Flashpoint 1 North America Closed Qualifier,https://www.hltv.org//stats/matches/72386/eunited-vs-orgless
17th of February 2020,Redemption POA,DETONA,2,1,Flashpoint 1 South America Closed Qualifier,https://www.hltv.org//stats/matches/72385/redemption-poa-vs-detona
17th of February 2020,Orgless,Swole Identity,2,0,Flashpoint 1 North America Closed Qualifier,https://www.hltv.org//stats/matches/72384/orgless-vs-swole-identity
16th of February 2020,DETONA,W7M,2,1,Flashpoint 1 South America Closed Qualifier,https://www.hltv.org//stats/matches/72383/detona-vs-w7m
